TransactionID,CustomerID,TransactionDate,Amount,TransactionType,Description,UpdatedBalance
28,708134283,5-15-24 18:28,64.2,Purchase,Entertainment,3476.809535
29,708134283,5-21-24 11:28,193.73,Withdrawal,Mobile App Withdrawal,3283.079535
30,708134283,5-26-24 12:28,173.64,Payment,Bill Payment,3109.439535
31,708134283,5-29-24 13:28,27.12,Return,Etsy Return,3136.559535
32,708134283,06-01-24 20:28,97.7,Deposit,Direct Deposit,3234.259535
33,708134283,06-02-24 21:28,2700,IncomingTransfer,Salary,5934.259535
34,708134283,06-04-24 10:28,118.31,Payment,Loan Payment,5815.949535
35,708134283,06-07-24 21:28,900,Payment,Credit Card Payment,4915.949535
36,708134283,06-11-24 21:28,56.58,Payment,Bill Payment,4859.369535
37,708134283,06-12-24 21:28,1000,Payment,Insurance Payment,3859.369535
38,708134283,6-13-24 18:28,147.63,OutgoingTransfer,Bank Transfer,3711.739535
39,708134283,6-21-24 15:28,64.78,OnlineShopping,Best Buy,3646.959535
40,708134283,6-24-24 16:28,150.79,Deposit,Direct Deposit,3797.749535
41,708134283,6-30-24 19:28,75.32,Withdrawal,Branch Withdrawal,3722.429535
42,708134283,6-30-24 21:28,132.66,OnlineShopping,Walmart,3589.769535
43,708134283,07-02-24 21:28,2700,IncomingTransfer,Salary,6289.769535
44,708134283,07-03-24 20:28,84.29,OnlineShopping,AliExpress,6205.479535
45,708134283,07-07-24 21:28,900,Payment,Credit Card Payment,5305.479535
46,708134283,07-08-24 19:28,235.56,Withdrawal,ATM Withdrawal,5069.919535
47,708134283,07-11-24 14:28,183.78,Deposit,Mobile Deposit,5253.699535
48,708134283,7-16-24 21:28,800,Payment,Insurance Payment,4453.699535
49,708134283,7-17-24 14:28,243.63,Purchase,Furniture,4210.069535
50,708147108,1-20-24 14:28,218.39,Payment,Mortgage Payment,1049.767445
51,708147108,1-27-24 10:28,359.05,OnlineShopping,Best Buy,690.7174454
52,708147108,1-29-24 10:28,12.17,Purchase,Clothing,678.5474454
53,708147108,02-02-24 21:28,7900,IncomingTransfer,Salary,8578.547445
54,708147108,02-03-24 22:28,86.25,Payment,Loan Payment,8492.297445
55,708147108,02-04-24 20:28,209.44,Withdrawal,Mobile App Withdrawal,8282.857445
56,708147108,02-06-24 16:28,217.63,Deposit,Direct Deposit,8500.487445
57,708147108,02-07-24 17:28,217.06,Deposit,Direct Deposit,8717.547445
58,708147108,02-07-24 21:28,3000,Payment,Credit Card Payment,5717.547445
59,708147108,02-08-24 13:28,217.72,Deposit,Check Deposit,5935.267445
60,708147108,02-10-24 21:28,2400,Payment,Rent Payment,3535.267445
61,708147108,02-11-24 21:28,67.94,Purchase,Home Improvement,3467.327445
62,708147108,02-12-24 11:28,211.58,Deposit,Mobile Deposit,3678.907445
63,708147108,2-15-24 19:28,110.32,Purchase,Grocery,3568.587445
64,708147108,2-15-24 20:28,480.03,Deposit,Mobile Deposit,4048.617445
65,708147108,2-15-24 22:28,214.47,Deposit,Mobile Deposit,4263.087445
66,708147108,2-17-24 13:28,277.38,Return,eBay Return,4540.467445
67,708147108,2-19-24 23:28,180.79,OutgoingTransfer,International Transfer,4359.677445
68,708147108,2-25-24 20:28,303.78,Deposit,Direct Deposit,4663.457445
69,708147108,2-27-24 13:28,276.94,Payment,Loan Payment,4386.517445
70,708147108,2-29-24 15:28,183.29,Payment,Bill Payment,4203.227445
71,708147108,03-02-24 21:28,7900,IncomingTransfer,Salary,12103.22745
72,708147108,03-04-24 20:28,446.51,Deposit,Direct Deposit,12549.73745
73,708147108,03-05-24 15:28,133.93,Purchase,Entertainment,12415.80745
74,708147108,03-05-24 16:28,92.12,Purchase,Furniture,12323.68745
75,708147108,03-07-24 21:28,3200,Payment,Credit Card Payment,9123.687445
76,708147108,03-09-24 21:28,428.9,Purchase,Gas,8694.787445
77,708147108,3-13-24 12:28,153.94,Return,Target Return,8848.727445
78,708147108,3-13-24 13:28,170.65,Purchase,Travel,8678.077445
79,708147108,3-13-24 14:28,455.75,IncomingTransfer,Freelance Payment,9133.827445
80,708147108,3-14-24 21:28,2400,Payment,Rent Payment,6733.827445
81,708147108,3-20-24 16:28,423.94,Withdrawal,Branch Withdrawal,6309.887445
82,708147108,3-21-24 13:28,38.94,OnlineShopping,Etsy,6270.947445
83,708147108,3-23-24 22:28,351.93,Return,Walmart Return,6622.877445
84,708147108,3-28-24 11:28,101.04,Return,Target Return,6723.917445
85,708147108,3-28-24 12:28,60.3,Return,Amazon Return,6784.217445
86,708147108,3-28-24 14:28,234.02,Return,Etsy Return,7018.237445
87,708147108,04-04-24 21:28,7900,IncomingTransfer,Salary,14918.23745
88,708147108,04-05-24 20:28,184.1,Deposit,Cash Deposit,15102.33745
89,708147108,04-09-24 21:28,3300,Payment,Credit Card Payment,11802.33745
90,708147108,04-09-24 22:28,367.24,Payment,Loan Payment,11435.09745
91,708147108,04-10-24 9:28,341.12,Deposit,Direct Deposit,11776.21745
92,708147108,04-11-24 16:28,120.37,Return,Target Return,11896.58745
93,708147108,4-14-24 16:28,305.65,OutgoingTransfer,Wire Transfer,11590.93745
94,708147108,4-15-24 13:28,119.41,OnlineShopping,Target,11471.52745
95,708147108,4-15-24 21:28,2000,Payment,Rent Payment,9471.527445
96,708147108,4-19-24 10:28,170.72,Return,eBay Return,9642.247445
97,708147108,4-28-24 17:28,172.99,Deposit,Cash Deposit,9815.237445
98,708147108,4-29-24 13:28,492.65,Payment,Loan Payment,9322.587445
99,708147108,4-29-24 20:28,269.05,Withdrawal,Mobile App Withdrawal,9053.537445
100,708147108,4-30-24 15:28,410.53,Deposit,Mobile Deposit,9464.067445
101,708147108,4-30-24 20:28,134.44,OutgoingTransfer,Peer-to-Peer Transfer,9329.627445
102,708147108,05-01-24 14:28,165.15,Withdrawal,Mobile App Withdrawal,9164.477445
103,708147108,05-01-24 21:28,7900,IncomingTransfer,Salary,17064.47745
104,708147108,05-01-24 23:28,53.92,Withdrawal,Mobile App Withdrawal,17010.55745
105,708147108,05-02-24 16:28,71.81,Deposit,Direct Deposit,17082.36745
106,708147108,05-06-24 21:28,3500,Payment,Credit Card Payment,13582.36745
107,708147108,05-08-24 9:28,206.87,Purchase,Furniture,13375.49745
108,708147108,05-08-24 23:28,153.73,Deposit,Cash Deposit,13529.22745
109,708147108,05-10-24 21:28,4300,Payment,Rent Payment,9229.227445
110,708147108,5-14-24 18:28,347.1,Purchase,Travel,8882.127445
111,708147108,5-17-24 18:28,126.71,Purchase,Pharmacy,8755.417445
112,708147108,5-17-24 21:28,224.81,Return,Target Return,8980.227445
113,708147108,5-25-24 14:28,428.12,Deposit,Mobile Deposit,9408.347445
114,708147108,5-31-24 14:28,202.31,Withdrawal,Branch Withdrawal,9206.037445
115,708147108,06-01-24 11:28,194.81,Deposit,Mobile Deposit,9400.847445
116,708147108,06-04-24 21:28,7900,IncomingTransfer,Salary,17300.84745
117,708147108,06-04-24 21:28,68.94,Deposit,Mobile Deposit,17369.78745
118,708147108,06-06-24 19:28,12.26,OnlineShopping,AliExpress,17357.52745
119,708147108,06-09-24 21:28,2600,Payment,Credit Card Payment,14757.52745
120,708147108,06-10-24 23:28,157.65,Deposit,Cash Deposit,14915.17745
121,708147108,06-11-24 21:28,3200,Payment,Rent Payment,11715.17745
122,708147108,06-12-24 22:28,87.72,OnlineShopping,Etsy,11627.45745
123,708147108,6-16-24 15:28,377.79,OnlineShopping,eBay,11249.66745
124,708147108,6-18-24 11:28,35.15,Deposit,Cash Deposit,11284.81745
125,708147108,6-23-24 12:28,306.84,OnlineShopping,AliExpress,10977.97745
126,708147108,6-25-24 14:28,293.55,OutgoingTransfer,International Transfer,10684.42745
127,708147108,6-27-24 19:28,493.68,Payment,Loan Payment,10190.74745
128,708147108,6-29-24 19:28,332.46,Return,eBay Return,10523.20745
129,708147108,07-02-24 12:28,240.89,Deposit,Mobile Deposit,10764.09745
130,708147108,07-02-24 21:28,7900,IncomingTransfer,Salary,18664.09745
131,708147108,07-04-24 19:28,105.13,Withdrawal,Mobile App Withdrawal,18558.96745
132,708147108,07-05-24 16:28,346.34,Deposit,Cash Deposit,18905.30745
133,708147108,07-07-24 21:28,3600,Payment,Credit Card Payment,15305.30745
134,708147108,07-09-24 9:28,89.67,Purchase,Restaurant,15215.63745
135,708147108,07-12-24 14:28,300.09,IncomingTransfer,Freelance Payment,15515.72745
136,708147108,07-12-24 21:28,2400,Payment,Rent Payment,13115.72745
137,708147108,7-13-24 20:28,491.8,Payment,Bill Payment,12623.92745
138,708147108,7-17-24 18:28,246.09,OnlineShopping,Etsy,12377.83745
139,708177333,1-24-24 21:28,248.42,IncomingTransfer,Freelance Payment,2453.304644
140,708177333,1-29-24 21:28,89.9,IncomingTransfer,Freelance Payment,2543.204644
141,708177333,02-04-24 21:28,2250,IncomingTransfer,Salary,4793.204644
142,708177333,02-09-24 21:28,3600,Payment,Credit Card Payment,1193.204644
143,708177333,02-10-24 15:28,82.45,Withdrawal,Mobile App Withdrawal,1110.754644
144,708177333,2-15-24 14:28,30.17,OutgoingTransfer,Bank Transfer,1080.584644
145,708177333,2-16-24 21:28,1400,Payment,Rent Payment,-319.4153561
146,708177333,2-20-24 11:28,245.46,Return,Amazon Return,-73.95535608
147,708177333,2-26-24 18:28,129.5,Deposit,Check Deposit,55.54464392
148,708177333,2-27-24 18:28,140.55,OnlineShopping,eBay,-85.00535608
149,708177333,2-29-24 10:28,243.44,OutgoingTransfer,Wire Transfer,-328.4453561
150,708177333,03-01-24 12:28,234.46,IncomingTransfer,Freelance Payment,-93.98535608
151,708177333,03-03-24 21:28,2250,IncomingTransfer,Salary,2156.014644
152,708177333,03-04-24 13:28,125.19,OnlineShopping,AliExpress,2030.824644
153,708177333,03-08-24 21:28,3600,Payment,Credit Card Payment,-1569.175356
154,708177333,03-10-24 21:28,600,Payment,Rent Payment,-2169.175356
155,708177333,3-14-24 10:28,212.13,OnlineShopping,Etsy,-2381.305356
156,708177333,3-20-24 12:28,125.95,IncomingTransfer,Freelance Payment,-2255.355356
157,708177333,3-22-24 14:28,81.2,OutgoingTransfer,Peer-to-Peer Transfer,-2336.555356
158,708177333,3-26-24 23:28,168.25,Withdrawal,Mobile App Withdrawal,-2504.805356
159,708177333,04-03-24 21:28,2250,IncomingTransfer,Salary,-254.8053561
160,708177333,04-08-24 9:28,189.23,Deposit,Check Deposit,-65.57535608
161,708177333,04-08-24 21:28,2700,Payment,Credit Card Payment,-2765.575356
162,708177333,04-10-24 21:28,1000,Payment,Rent Payment,-3765.575356
163,708177333,4-15-24 21:28,24,Deposit,Cash Deposit,-3741.575356
164,708177333,4-26-24 17:28,115.74,Deposit,Cash Deposit,-3625.835356
165,708177333,4-26-24 22:28,92.47,Purchase,Clothing,-3718.305356
166,708177333,4-30-24 16:28,214.68,Payment,Mortgage Payment,-3932.985356
167,708177333,05-04-24 21:28,2250,IncomingTransfer,Salary,-1682.985356
168,708177333,05-09-24 21:28,3200,Payment,Credit Card Payment,-4882.985356
169,708177333,5-13-24 17:28,48.21,Payment,Mortgage Payment,-4931.195356
170,708177333,5-14-24 21:28,1100,Payment,Rent Payment,-6031.195356
171,708177333,06-04-24 21:28,2250,IncomingTransfer,Salary,-3781.195356
172,708177333,06-05-24 21:28,188.49,Withdrawal,Branch Withdrawal,-3969.685356
173,708177333,06-09-24 21:28,3600,Payment,Credit Card Payment,-7569.685356
174,708177333,06-11-24 21:28,1300,Payment,Rent Payment,-8869.685356
175,708177333,6-15-24 17:28,109.3,Deposit,Mobile Deposit,-8760.385356
176,708177333,6-15-24 19:28,112.72,Payment,Mortgage Payment,-8873.105356
177,708177333,6-24-24 11:28,98.71,Purchase,Pharmacy,-8971.815356
178,708177333,07-01-24 21:28,2250,IncomingTransfer,Salary,-6721.815356
179,708177333,07-05-24 17:28,107.25,Purchase,Pharmacy,-6829.065356
180,708177333,07-06-24 19:28,176.67,Purchase,Home Improvement,-7005.735356
181,708177333,07-06-24 21:28,3600,Payment,Credit Card Payment,-10605.73536
182,708177333,07-10-24 21:28,1400,Payment,Rent Payment,-12005.73536
183,708242283,1-26-24 10:28,281.66,Purchase,Travel,-281.66
184,708242283,1-26-24 15:28,78.98,OutgoingTransfer,Wire Transfer,-360.64
185,708242283,1-26-24 18:28,106.82,Purchase,Home Improvement,-467.46
186,708242283,1-28-24 15:28,152.01,Deposit,Cash Deposit,-315.45
187,708242283,1-28-24 22:28,295.84,Payment,Loan Payment,-611.29
188,708242283,02-04-24 13:28,536.92,Purchase,Travel,-1148.21
189,708242283,02-04-24 21:28,5750,IncomingTransfer,Salary,4601.79
190,708242283,02-06-24 12:28,398.11,IncomingTransfer,Freelance Payment,4999.9
191,708242283,02-06-24 23:28,513.25,Withdrawal,Branch Withdrawal,4486.65
192,708242283,02-09-24 12:28,543.07,Withdrawal,Branch Withdrawal,3943.58
193,708242283,2-13-24 21:28,3600,Payment,Rent Payment,343.58
194,708242283,2-14-24 12:28,428.5,Purchase,Clothing,-84.92
195,708242283,2-14-24 12:28,364.23,Payment,Bill Payment,-449.15
196,708242283,2-15-24 21:28,254.42,IncomingTransfer,Freelance Payment,-194.73
197,708242283,2-21-24 17:28,431.06,Return,Target Return,236.33
198,708242283,2-29-24 11:28,99.16,OnlineShopping,eBay,137.17
199,708242283,03-01-24 12:28,531.08,Deposit,Check Deposit,668.25
200,708242283,03-01-24 17:28,483.88,Deposit,Mobile Deposit,1152.13
201,708242283,03-01-24 21:28,5750,IncomingTransfer,Salary,6902.13
202,708242283,03-02-24 17:28,156.22,Withdrawal,Mobile App Withdrawal,6745.91
203,708242283,03-05-24 9:28,497.23,OnlineShopping,Etsy,6248.68
204,708242283,03-05-24 20:28,328.5,Deposit,Check Deposit,6577.18
205,708242283,03-09-24 16:28,152.24,Return,eBay Return,6729.42
206,708242283,03-11-24 13:28,469.41,IncomingTransfer,Freelance Payment,7198.83
207,708242283,3-14-24 21:28,2700,Payment,Rent Payment,4498.83
208,708242283,3-15-24 16:28,334.34,Return,Store Return,4833.17
209,708242283,3-20-24 23:28,540.64,Purchase,Gas,4292.53
210,708242283,3-21-24 11:28,118.98,Deposit,Check Deposit,4411.51
211,708242283,3-21-24 14:28,213.16,Withdrawal,Branch Withdrawal,4198.35
212,708242283,3-31-24 19:28,369.17,Withdrawal,ATM Withdrawal,3829.18
213,708242283,04-02-24 17:28,540.76,Purchase,Entertainment,3288.42
214,708242283,04-02-24 21:28,5750,IncomingTransfer,Salary,9038.42
215,708242283,04-09-24 17:28,393.47,Withdrawal,Mobile App Withdrawal,8644.95
216,708242283,04-12-24 21:28,3000,Payment,Rent Payment,5644.95
217,708242283,4-13-24 17:28,179.1,IncomingTransfer,Freelance Payment,5824.05
218,708242283,4-16-24 10:28,338.39,Purchase,Electronics,5485.66
219,708242283,4-18-24 22:28,152.29,Withdrawal,Mobile App Withdrawal,5333.37
220,708242283,4-20-24 10:28,162.18,OnlineShopping,eBay,5171.19
221,708242283,4-20-24 12:28,171.66,OnlineShopping,Best Buy,4999.53
222,708242283,4-20-24 13:28,485.71,Withdrawal,Mobile App Withdrawal,4513.82
223,708242283,4-22-24 18:28,147.91,OutgoingTransfer,Bank Transfer,4365.91
224,708242283,4-22-24 23:28,265.78,Deposit,Direct Deposit,4631.69
225,708242283,4-23-24 10:28,162.46,OnlineShopping,Etsy,4469.23
226,708242283,4-29-24 13:28,214.06,Withdrawal,ATM Withdrawal,4255.17
227,708242283,4-29-24 20:28,268.33,Deposit,Mobile Deposit,4523.5
228,708242283,05-01-24 18:28,210.68,Deposit,Direct Deposit,4734.18
229,708242283,05-02-24 21:28,5750,IncomingTransfer,Salary,10484.18
230,708242283,05-04-24 21:28,142.08,Deposit,Direct Deposit,10626.26
231,708242283,05-05-24 10:28,102.01,OutgoingTransfer,Bank Transfer,10524.25
232,708242283,05-08-24 18:28,355.29,OutgoingTransfer,Bank Transfer,10168.96
233,708242283,05-08-24 21:28,447.58,Purchase,Furniture,9721.38
234,708242283,05-09-24 12:28,433.06,Withdrawal,ATM Withdrawal,9288.32
235,708242283,05-09-24 13:28,490.45,Purchase,Pharmacy,8797.87
236,708242283,05-10-24 15:28,530.83,Payment,Bill Payment,8267.04
237,708242283,05-10-24 16:28,198.91,Purchase,Pharmacy,8068.13
238,708242283,05-10-24 22:28,301.43,Return,Walmart Return,8369.56
239,708242283,5-14-24 19:28,243.75,Payment,Mortgage Payment,8125.81
240,708242283,5-17-24 11:28,534.31,Deposit,Direct Deposit,8660.12
241,708242283,5-17-24 21:28,3400,Payment,Rent Payment,5260.12
242,708242283,5-18-24 20:28,438.67,OutgoingTransfer,Bank Transfer,4821.45
243,708242283,5-24-24 9:28,196.68,OutgoingTransfer,Peer-to-Peer Transfer,4624.77
244,708242283,5-24-24 18:28,324.53,Deposit,Mobile Deposit,4949.3
245,708242283,5-26-24 21:28,522.73,Payment,Mortgage Payment,4426.57
246,708242283,5-29-24 19:28,52.98,Withdrawal,ATM Withdrawal,4373.59
247,708242283,5-31-24 9:28,419.66,Purchase,Travel,3953.93
248,708242283,06-02-24 15:28,226.05,Deposit,Mobile Deposit,4179.98
249,708242283,06-03-24 21:28,5750,IncomingTransfer,Salary,9929.98
250,708242283,06-05-24 12:28,508.34,Withdrawal,Mobile App Withdrawal,9421.64
251,708242283,06-05-24 20:28,290.74,Withdrawal,Branch Withdrawal,9130.9
252,708242283,06-08-24 19:28,152.11,Purchase,Furniture,8978.79
253,708242283,06-09-24 13:28,87.26,Return,Amazon Return,9066.05
254,708242283,06-10-24 18:28,120.33,Purchase,Travel,8945.72
255,708242283,06-11-24 11:28,475.24,Withdrawal,ATM Withdrawal,8470.48
256,708242283,06-11-24 12:28,473.86,Deposit,Direct Deposit,8944.34
257,708242283,06-11-24 21:28,2700,Payment,Rent Payment,6244.34
258,708242283,06-12-24 11:28,209.26,Purchase,Travel,6035.08
259,708242283,6-17-24 16:28,250.43,OutgoingTransfer,International Transfer,5784.65
260,708242283,6-21-24 11:28,435.48,OnlineShopping,eBay,5349.17
261,708242283,6-23-24 19:28,206.11,Payment,Loan Payment,5143.06
262,708242283,6-25-24 10:28,180.16,Withdrawal,ATM Withdrawal,4962.9
263,708242283,6-27-24 9:28,433.39,Return,Store Return,5396.29
264,708242283,6-29-24 15:28,212.93,Withdrawal,Mobile App Withdrawal,5183.36
265,708242283,07-02-24 11:28,425.02,Return,Etsy Return,5608.38
266,708242283,07-02-24 18:28,105.03,Purchase,Gas,5503.35
267,708242283,07-04-24 21:28,5750,IncomingTransfer,Salary,11253.35
268,708242283,07-07-24 15:28,137.52,Withdrawal,Branch Withdrawal,11115.83
269,708242283,07-07-24 21:28,380.42,Withdrawal,Mobile App Withdrawal,10735.41
270,708242283,07-09-24 23:28,148.92,Return,Best Buy Return,10884.33
271,708242283,07-10-24 10:28,478.69,Return,AliExpress Return,11363.02
272,708242283,07-10-24 20:28,288.22,OutgoingTransfer,International Transfer,11074.8
273,708242283,7-13-24 11:28,420.5,Withdrawal,ATM Withdrawal,10654.3
274,708242283,7-16-24 21:28,2000,Payment,Rent Payment,8654.3
275,708249708,1-20-24 16:28,53.36,Payment,Loan Payment,1349.694508
276,708249708,1-21-24 11:28,226.85,Withdrawal,Branch Withdrawal,1122.844508
277,708249708,1-26-24 13:28,71.12,Purchase,Travel,1051.724508
278,708249708,1-27-24 14:28,66.35,Deposit,Direct Deposit,1118.074508
279,708249708,1-28-24 17:28,207.41,Purchase,Home Improvement,910.6645084
280,708249708,1-29-24 15:28,187.1,Return,Target Return,1097.764508
281,708249708,02-05-24 21:28,2750,IncomingTransfer,Salary,3847.764508
282,708249708,02-06-24 22:28,103.66,Withdrawal,Mobile App Withdrawal,3744.104508
283,708249708,02-10-24 21:28,2200,Payment,Credit Card Payment,1544.104508
284,708249708,2-15-24 14:28,124.83,Return,AliExpress Return,1668.934508
285,708249708,2-16-24 21:28,800,Payment,Rent Payment,868.9345084
286,708249708,2-22-24 9:28,198.93,OnlineShopping,Target,670.0045084
287,708249708,2-23-24 12:28,94.59,Purchase,Furniture,575.4145084
288,708249708,2-27-24 10:28,181.7,Purchase,Clothing,393.7145084
289,708249708,03-02-24 21:28,2750,IncomingTransfer,Salary,3143.714508
290,708249708,03-07-24 21:28,2100,Payment,Credit Card Payment,1043.714508
291,708249708,03-10-24 21:28,900,Payment,Rent Payment,143.7145084
292,708249708,03-11-24 13:28,57.24,Withdrawal,Branch Withdrawal,86.47450835
293,708249708,03-12-24 19:28,28.15,Purchase,Gas,58.32450835
294,708249708,3-14-24 9:28,153.36,Purchase,Grocery,-95.03549165
295,708249708,3-17-24 19:28,85.13,IncomingTransfer,Freelance Payment,-9.905491649
296,708249708,3-18-24 19:28,108.45,OutgoingTransfer,Wire Transfer,-118.3554916
297,708249708,04-01-24 21:28,2750,IncomingTransfer,Salary,2631.644508
298,708249708,04-04-24 17:28,59.96,Withdrawal,ATM Withdrawal,2571.684508
299,708249708,04-06-24 21:28,1900,Payment,Credit Card Payment,671.6845084
300,708249708,04-08-24 11:28,75.59,OnlineShopping,eBay,596.0945084
301,708249708,04-09-24 17:28,79.9,Payment,Mortgage Payment,516.1945084
302,708249708,4-13-24 11:28,37.87,Deposit,Check Deposit,554.0645084
303,708249708,4-13-24 22:28,77.79,Return,AliExpress Return,631.8545084
304,708249708,4-15-24 21:28,800,Payment,Rent Payment,-168.1454916
305,708249708,4-15-24 22:28,239.59,Withdrawal,Mobile App Withdrawal,-407.7354916
306,708249708,4-16-24 15:28,238.1,Deposit,Cash Deposit,-169.6354916
307,708249708,4-17-24 16:28,39.35,Purchase,Furniture,-208.9854916
308,708249708,4-19-24 20:28,221.9,Purchase,Home Improvement,-430.8854916
309,708249708,4-20-24 10:28,204.01,Payment,Mortgage Payment,-634.8954916
310,708249708,4-20-24 11:28,62.87,OutgoingTransfer,International Transfer,-697.7654916
311,708249708,4-29-24 22:28,191.31,Deposit,Cash Deposit,-506.4554916
312,708249708,05-01-24 21:28,2750,IncomingTransfer,Salary,2243.544508
313,708249708,05-06-24 21:28,2200,Payment,Credit Card Payment,43.54450835
314,708249708,05-09-24 16:28,247.39,Payment,Loan Payment,-203.8454916
315,708249708,05-09-24 20:28,249.87,Deposit,Mobile Deposit,46.02450835
316,708249708,5-13-24 14:28,59.01,Deposit,Cash Deposit,105.0345084
317,708249708,5-14-24 12:28,50.08,Purchase,Restaurant,54.95450835
318,708249708,5-14-24 19:28,107.87,Deposit,Mobile Deposit,162.8245084
319,708249708,5-15-24 21:28,1700,Payment,Rent Payment,-1537.175492
320,708249708,5-15-24 21:28,90.53,Purchase,Entertainment,-1627.705492
321,708249708,5-24-24 9:28,97.09,IncomingTransfer,Freelance Payment,-1530.615492
322,708249708,5-24-24 18:28,217.21,IncomingTransfer,Freelance Payment,-1313.405492
323,708249708,5-26-24 16:28,173.5,Return,Amazon Return,-1139.905492
324,708249708,5-28-24 15:28,102.24,Return,AliExpress Return,-1037.665492
325,708249708,5-31-24 21:28,139.42,OnlineShopping,Walmart,-1177.085492
326,708249708,06-01-24 19:28,247.91,Payment,Loan Payment,-1424.995492
327,708249708,06-02-24 12:28,243.36,Deposit,Check Deposit,-1181.635492
328,708249708,06-04-24 16:28,76.74,Withdrawal,Mobile App Withdrawal,-1258.375492
329,708249708,06-04-24 21:28,2750,IncomingTransfer,Salary,1491.624508
330,708249708,06-09-24 21:28,1900,Payment,Credit Card Payment,-408.3754916
331,708249708,06-11-24 21:28,700,Payment,Rent Payment,-1108.375492
332,708249708,07-04-24 16:28,111.54,IncomingTransfer,Freelance Payment,-996.8354916
333,708249708,07-05-24 21:28,2750,IncomingTransfer,Salary,1753.164508
334,708249708,07-06-24 11:28,233.68,OnlineShopping,Etsy,1519.484508
335,708249708,07-08-24 9:28,225.88,Purchase,Pharmacy,1293.604508
336,708249708,07-09-24 19:28,54.01,Withdrawal,Mobile App Withdrawal,1239.594508
337,708249708,07-10-24 21:28,1800,Payment,Credit Card Payment,-560.4054916
338,708249708,7-14-24 14:28,231.22,Withdrawal,Mobile App Withdrawal,-791.6254916
339,708249708,7-15-24 10:28,87.47,Payment,Bill Payment,-879.0954916
340,708249708,7-15-24 21:28,1000,Payment,Rent Payment,-1879.095492
341,708303108,1-21-24 19:28,168.77,Return,eBay Return,1484.542107
342,708303108,1-22-24 11:28,213.4,Return,AliExpress Return,1697.942107
343,708303108,1-24-24 10:28,79.97,Payment,Mortgage Payment,1617.972107
344,708303108,1-26-24 23:28,111.86,Payment,Bill Payment,1506.112107
345,708303108,1-27-24 20:28,155.72,Purchase,Travel,1350.392107
346,708303108,02-01-24 17:28,128.79,Purchase,Furniture,1221.602107
347,708303108,02-01-24 22:28,102.45,Deposit,Mobile Deposit,1324.052107
348,708303108,02-02-24 16:28,191.91,Return,eBay Return,1515.962107
349,708303108,02-03-24 21:28,2500,IncomingTransfer,Salary,4015.962107
350,708303108,02-05-24 12:28,218.64,OutgoingTransfer,Bank Transfer,3797.322107
351,708303108,02-06-24 23:28,126.79,Withdrawal,Mobile App Withdrawal,3670.532107
352,708303108,02-07-24 20:28,81.67,OnlineShopping,Etsy,3588.862107
353,708303108,02-07-24 20:28,212.8,Deposit,Check Deposit,3801.662107
354,708303108,02-08-24 21:28,2000,Payment,Credit Card Payment,1801.662107
355,708303108,02-09-24 17:28,150.22,Withdrawal,ATM Withdrawal,1651.442107
356,708303108,02-10-24 12:28,177.4,Purchase,Restaurant,1474.042107
357,708303108,02-10-24 21:28,700,Payment,Rent Payment,774.0421068
358,708303108,02-11-24 14:28,195.14,Deposit,Mobile Deposit,969.1821068
