CustomerID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,jobs,Total_Trans_Ct,Total_Trans_Amt,Ocak_Trans_Ct,Subat_Trans_Ct,Mart_Trans_Ct,Nisan_Trans_Ct,Mayis_Trans_Ct,Ocak_Trans_Amt,Subat_Trans_Amt,Mart_Trans_Amt,Nisan_Trans_Amt,Mayis_Trans_Amt,credit_card_tran_ct,credit_card_tran_Amt,credit_card_tran_ct_1,credit_card_tran_ct_2,credit_card_tran_ct_3,credit_card_tran_ct_4,credit_card_tran_ct_5,credit_card_tran_Amt_1,credit_card_tran_Amt_2,credit_card_tran_Amt_3,credit_card_tran_Amt_4,credit_card_tran_Amt_5,ocak_to_subat_tran_ct_degisim,subat_to_mart_tran_ct_degisim,mart_to_nisan_tran_ct_degisim,nisan_to_mayis_tran_ct_degisim,ocak_to_subat_tran_amt_degisim,subat_to_mart_tran_amt_degisim,mart_to_nisan_tran_amt_degisim,nisan_to_mayis_tran_amt_degisim,credit_cart_tran_ct_degisim_1to2,credit_cart_tran_ct_degisim_2to3,credit_cart_tran_ct_degisim_3to4,credit_cart_tran_ct_degisim_4to5,credit_cart_tran_Amt_degisim_1to2,credit_cart_tran_Amt_degisim_2to3,credit_cart_tran_Amt_degisim_3to4,credit_cart_tran_Amt_degisim_4to5,Jan_hesap_bakiyesi,Feb_hesap_bakiyesi,Mar_hesap_bakiyesi,Apr_hesap_bakiyesi,May_hesap_bakiyesi,Jun_hesap_bakiyesi,Jul_hesap_bakiyesi
708423933,51,M,2,Doctorate,Single,$40K - $60K,Blue,40,3,2,0,6103.0,0,6103.0,0.532,0.829,0.186003932,unknown,58,32437.67,8,8,12,12,18,1751.74,6572.43,7824.43,7819.38,8469.69,67,11351.82,2,10,22,10,23,138.11,2336.91,3829.35,2391.19,2656.26,0.0,0.5,0.0,0.5,2.751943782,0.19049271,-0.000645414,0.08316644,4.0,1.2,-0.545454545,1.3,15.92064297,0.638638202,-0.375562432,0.110852755,-1119.14,1442.57,2767.9,4589.58,7161.59,9139.62,11491.92
708474333,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294.0,2517,9777.0,0.775,0.611,0.094359362,management,82,68466.47,8,11,30,16,17,2725.95,15148.47,19336.29,15016.89,16238.87,78,11600.54,3,14,22,21,18,498.06,3887.29,2187.1,2955.22,2072.87,0.375,1.727272727,-0.466666667,0.0625,4.55713421,0.276451681,-0.223383079,0.081373707,3.666666667,0.571428571,-0.045454545,-0.142857143,6.804862868,-0.437371536,0.351204792,-0.298573372,-275.493374,-2636.623374,-1901.893374,-3231.563374,-4856.293374,-6659.843374,-8506.473374
708482658,41,M,3,Graduate,Married,$80K - $120K,Blue,31,3,2,2,9959.0,1946,8013.0,0.725,0.676,0.085994979,management,95,85651.72,9,18,26,17,25,4271.87,19911.97,21786.73,17102.8,22578.35,73,8564.24,4,17,9,21,22,224.94,3223.26,1068.21,2127.71,1920.12,1.0,0.444444444,-0.346153846,0.470588235,3.66118351,0.094152412,-0.214990042,0.320155179,3.25,-0.470588235,1.333333333,0.047619048,13.32942118,-0.668593288,0.991846173,-0.097564988,-2231.77926,-3727.32926,-2471.69926,325.3007405,-311.7292595,-4239.05926,-3306.99926
708525108,54,F,2,Graduate,Married,Unknown,Blue,47,4,3,3,2156.0,1134,1022.0,0.669,0.711,0.23778525,engineer,62,32730.4,3,11,15,23,10,715.88,7358.81,7739.56,10360.12,6556.03,37,5126.65,0,14,7,9,7,0.0,1426.74,1284.69,1753.14,662.08,2.666666667,0.363636364,0.533333333,-0.565217391,9.279390401,0.051740703,0.338592892,-0.367185901,,-0.5,0.285714286,-0.222222222,,-0.099562639,0.364640497,-0.62234619,347.1705154,-326.6794846,-971.9194846,-4596.399485,-4590.889485,-8082.609485,-9483.629485
708597558,42,M,3,High School,Single,$60K - $80K,Blue,36,4,4,3,3337.0,795,2542.0,0.524,0.619,0.091471082,admin.,60,56097.72,1,15,19,9,16,425.21,13863.5,15702.46,12484.3,13622.25,70,3052.39,2,16,19,21,12,171.52,861.88,745.93,769.95,503.11,14.0,0.266666667,-0.526315789,0.777777778,31.60388984,0.1326476,-0.204946231,0.091150485,7.0,0.1875,0.105263158,-0.428571429,4.024953358,-0.134531489,0.032201413,-0.346567959,280.6531139,2255.193114,1960.253114,4417.833114,7292.363114,9255.843114,9021.693114
708646233,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116.0,1289,15827.0,0.559,0.923,0.031065962,unknown,48,46960.8,4,6,7,19,12,1197.65,10237.12,9978.06,14126.85,11421.12,67,5317.25,8,14,22,9,14,754.78,784.44,1812.46,1039.15,926.42,0.5,0.166666667,1.714285714,-0.368421053,7.547672525,-0.025305945,0.415791246,-0.191531021,0.75,0.571428571,-0.590909091,0.555555556,0.039296219,1.310514507,-0.426663209,-0.108482895,232.1604965,-404.9595035,1373.520497,-2458.149503,-2902.969503,-3120.839503,-3377.719503
708689958,48,F,4,Unknown,Unknown,Less than $40K,Blue,36,4,3,2,2406.0,1744,662.0,0.694,0.692,0.291289692,services,77,33596.79,8,17,17,14,21,996.57,7595.9,8541.51,7352.71,9110.1,62,7008.43,2,8,28,16,8,471.27,1625.26,1498.91,1830.27,1582.72,1.125,0.0,-0.176470588,0.5,6.62204361,0.124489527,-0.139179138,0.239012555,3.0,2.5,-0.428571429,-0.5,2.448681223,-0.077741408,0.221067309,-0.135253269,956.3966896,-729.4433104,-3098.65331,-3186.82331,-5314.44331,-6031.93331,-7395.56331
708704433,36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804.0,2090,714.0,1.248,1.081,0.274516049,unemployed,61,16067.97,6,20,11,14,10,1465.21,5203.01,2703.61,3797.43,2898.71,61,7697.43,6,18,15,11,11,1238.03,1321.29,2406.12,1263.59,1468.4,2.333333333,-0.45,0.272727273,-0.285714286,2.55103364,-0.480375782,0.404577583,-0.236665324,2.0,-0.166666667,-0.266666667,0.0,0.067252005,0.821038531,-0.474843316,0.162085803,158.9269879,-4101.823012,-3886.533012,-6280.223012,-6581.713012,-9370.613012,-9244.253012
708745983,37,F,2,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2208.0,1559,649.0,0.51,0.761,0.308346467,sales,67,44175.44,11,15,17,9,15,1605.19,10090.13,11740.86,9159.34,11579.92,40,6808.29,3,9,6,10,12,392.73,1503.37,1099.96,2501.68,1310.55,0.363636364,0.133333333,-0.470588235,0.666666667,5.285941228,0.163598487,-0.219874864,0.2642745,2.0,-0.333333333,0.666666667,0.2,2.82799888,-0.268337136,1.274337249,-0.476132039,67.24202372,187.1320237,895.1120237,2777.412024,4149.792024,5283.302024,7248.452024
708796458,30,F,2,Graduate,Single,Less than $40K,Blue,18,3,1,4,4199.0,1903,2296.0,1.059,0.763,0.197115504,student,61,32038.39,5,12,13,10,21,615.17,7173.7,7620.53,7866.29,8762.7,76,8276.88,2,12,19,20,23,465.54,2061.38,1572.43,2312.27,1865.26,1.4,0.083333333,-0.230769231,1.1,10.66132939,0.062287244,0.032249725,0.11395588,5.0,0.583333333,0.052631579,0.15,3.427933153,-0.237195471,0.470507431,-0.193320849,1307.102787,484.3427867,-248.6072133,-2051.537213,-1970.857213,-4046.267213,-4536.687213
708804633,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1,2,2,1916.0,0,1916.0,1.041,0.444,0.236775574,unknown,39,16677.23,3,11,9,8,8,312.98,4375.99,3714.85,3872.94,4400.47,58,4536.62,5,8,14,19,12,630.18,488.46,1451.1,964.26,1002.62,2.666666667,-0.181818182,-0.111111111,0.0,12.98169212,-0.151083526,0.042556227,0.136209185,0.6,0.75,0.357142857,-0.368421053,-0.224888127,1.970765262,-0.335497209,0.039781802,28.36,1450.85,2631.96,3839.7,3839.23,4295.99,5862.6
708816408,41,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,6,3,21756.0,0,21756.0,0.817,0.511,0.282924848,self-employed,61,76005.44,5,18,14,14,10,1961.86,18644.98,19984.44,16993.01,18421.15,59,61553.13,2,8,17,17,15,1825.24,12118.32,15411.0,15964.61,16233.96,2.6,-0.222222222,0.0,-0.285714286,8.503726056,0.071840249,-0.149687957,0.084042792,3.0,1.125,0.0,-0.117647059,5.639302229,0.27171093,0.035923042,0.016871693,-1961.86,1711.24,5605.16,10341.21,16980.82,20897.22,25560.91
708823908,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,15080.0,0.688,0.684,0.029192605,management,65,56780.62,7,13,13,15,17,2174.45,13194.34,13401.88,13903.89,14106.06,62,4800.14,2,9,14,20,17,119.54,1478.35,892.75,1597.09,712.41,0.857142857,0.0,0.153846154,0.133333333,5.067897629,0.015729472,0.037458178,0.014540535,3.5,0.555555556,0.428571429,-0.15,11.36699013,-0.396117293,0.788955475,-0.553932465,686.2298502,2166.70985,2747.16985,4036.33985,4533.99985,6931.03985,8004.13985
708862233,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068.0,0,4068.0,1.121,0.766,0.210651917,admin.,74,42372.74,4,15,14,20,21,1057.91,9946.74,9879.94,10660.69,10827.46,88,8569.32,6,24,28,13,17,81.49,2646.06,2484.59,1245.78,2111.4,2.75,-0.066666667,0.428571429,0.05,8.40225539,-0.006715768,0.079023759,0.015643453,3.0,0.166666667,-0.535714286,0.307692308,31.47097803,-0.061022804,-0.498597354,0.694841786,367.39,936.93,2224.73,4000.22,4040.52,5369.1,7243.17
708868233,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,0.615,0.306105819,retired,29,26218.01,4,5,10,5,5,416.64,5913.64,6528.32,6475.95,6883.46,69,4402.72,3,13,11,22,20,198.24,595.37,1367.03,879.82,1362.26,0.25,1.0,-0.5,0.0,13.19364439,0.103942749,-0.008021972,0.062926675,3.333333333,-0.153846154,1.0,-0.090909091,2.003278854,1.296101584,-0.356400372,0.548339433,252.4746186,1038.814619,810.4946186,634.5446186,51.08461858,68.03461858,243.2946186
708902883,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856.0,0,12856.0,0.51,0.564,0.232373133,management,49,78810.73,4,14,11,9,11,2738.6,21107.28,17720.01,18413.65,18831.19,49,29873.89,2,15,2,15,15,446.19,12202.92,905.58,9941.52,6377.68,2.5,-0.214285714,-0.181818182,0.222222222,6.707324911,-0.160478754,0.039144447,0.022675569,6.5,-0.866666667,6.5,0.0,26.34915619,-0.925789893,9.978069304,-0.358480393,-2738.6,3166.82,7833.41,13103.06,15536.27,19711.79,24060.34
709040508,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802.0,1961,17841.0,1.125,0.706,0.052394859,unknown,56,100872.42,2,10,14,17,13,1508.32,24059.58,27938.74,23833.88,23531.9,53,10375.23,4,9,12,9,19,1614.38,930.88,3450.48,1431.59,2947.9,4.0,0.4,0.214285714,-0.235294118,14.95124377,0.16123141,-0.146923591,-0.012670199,1.25,0.333333333,-0.25,1.111111111,-0.423382351,2.706686146,-0.585104101,1.059178955,-166.8331449,-284.3331449,623.4868551,2610.646855,4880.846855,8348.326855,12065.61686
709061658,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,2,3,1550.0,716,834.0,0.749,0.977,0.17872129,unemployed,62,7661.52,6,19,11,10,16,858.73,2521.18,1294.14,1132.19,1855.28,79,2770.18,6,11,23,20,19,246.25,585.33,582.69,466.68,889.23,2.166666667,-0.421052632,-0.090909091,0.6,1.935940284,-0.486692739,-0.12514102,0.638664888,0.833333333,1.090909091,-0.130434783,-0.05,1.376974619,-0.004510276,-0.199093858,0.905438416,844.5358464,47.75584641,-247.8041536,-510.5941536,-562.3741536,-1131.854154,-2186.884154
709077933,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422.0,682,4740.0,0.892,0.676,0.05003246,services,60,28730.12,6,12,9,15,18,972.74,7116.31,6113.88,6961.85,7565.34,62,2712.76,5,23,5,11,18,30.72,1138.7,272.29,838.35,432.7,1.0,-0.25,0.666666667,0.2,6.31573699,-0.140863734,0.138695885,0.086685292,3.6,-0.782608696,1.2,0.636363636,36.06705729,-0.760876438,2.078886481,-0.48386712,149.7808213,1432.150821,2707.450821,4410.980821,5778.700821,6714.800821,8055.410821
709134333,45,F,2,Graduate,Unknown,Less than $40K,Blue,28,6,2,3,3136.0,2253,883.0,0.722,0.763,0.287484056,entrepreneur,64,35800.49,4,14,21,13,12,635.35,8971.21,9643.36,7795.46,8755.11,61,9015.5,2,11,15,13,20,126.47,1946.01,2770.65,2179.31,1993.06,2.5,0.5,-0.380952381,-0.076923077,13.12010703,0.074923004,-0.191624081,0.123103704,4.5,0.363636364,-0.133333333,0.538461538,14.38712738,0.423759385,-0.213430062,-0.08546283,1359.780092,-157.8099079,-1377.369908,-2618.109908,-4090.199908,-4836.599908,-6649.059908
709169133,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,0.608,0.20644928,unemployed,59,16846.36,6,12,12,12,17,1536.72,3065.36,3167.73,4025.31,5051.24,65,2969.36,3,9,9,22,22,154.54,541.55,748.02,780.51,744.74,1.0,0.0,0.0,0.416666667,0.994742048,0.033395751,0.270723831,0.254869811,2.0,0.0,1.444444444,0.0,2.504270739,0.381257502,0.043434668,-0.045829009,-376.58,-641.42,-1659.97,-4234.62,-6972.36,-9196.23,-9789.25
709207458,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,10747.0,1603,9144.0,0.471,0.923,0.072153624,admin.,30,33556.86,0,9,8,7,6,0.0,8523.37,7661.57,8322.58,9049.34,73,7754.35,2,25,15,21,10,359.42,1614.33,1957.4,2526.84,1296.36,,-0.111111111,-0.125,-0.142857143,,-0.101110242,0.08627605,0.087323883,11.5,-0.4,0.4,-0.523809524,3.491486283,0.212515409,0.290916522,-0.486963955,,572.5815179,1941.471518,1404.531518,623.3115179,-1502.728482,-2587.958482
709224858,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610.0,1629,1981.0,0.821,0.481,0.187879501,entrepreneur,44,71389.18,2,11,12,11,8,683.82,17822.39,18908.42,18385.22,15589.33,48,6782.45,1,6,10,17,14,494.11,1267.32,1491.96,1350.82,2178.24,4.5,0.090909091,-0.083333333,-0.272727273,25.06298441,0.060936272,-0.027670213,-0.152072698,5.0,0.666666667,0.7,-0.176470588,1.56485398,0.177255942,-0.094600391,0.612531647,1159.604612,2004.234612,3302.614612,5562.494612,8289.364612,8115.004612,11197.85461
709267308,62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2,2437.0,1400,1037.0,0.779,1.0,0.279625359,retired,35,67150.77,1,7,7,10,10,491.21,15428.79,16174.49,18854.29,16201.99,65,6814.47,7,25,12,12,9,359.03,2308.46,491.22,2269.75,1386.01,6.0,0.0,0.428571429,0.0,30.40976364,0.048331723,0.165680649,-0.140673555,2.571428571,-0.52,0.0,-0.25,5.429713394,-0.787208789,3.62063841,-0.389355656,1326.700167,5407.450167,8982.540167,11521.37017,15441.46017,17827.45017,20706.70017
709274583,40,M,2,High School,Married,$120K +,Blue,27,5,3,1,12248.0,1323,10925.0,0.882,0.896,0.04237002,sales,75,127070.75,6,21,12,20,16,4161.41,33364.79,28616.89,30643.47,30284.19,75,5189.48,5,22,24,16,8,201.22,1264.35,1441.7,1809.24,472.97,2.5,-0.428571429,0.666666667,-0.2,7.017664686,-0.142302709,0.070817619,-0.011724521,3.4,0.090909091,-0.333333333,-0.5,5.283421131,0.140269704,0.254935146,-0.738580841,735.7979892,5836.167989,11803.91799,15919.18799,21788.95799,27242.07799,34062.17799
709327383,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14470.0,1157,13313.0,0.966,0.909,0.030938977,engineer,29,38541.16,2,7,8,6,6,691.64,10890.63,9041.57,8068.3,9849.02,49,4476.87,3,12,13,9,12,92.15,1327.75,1263.31,1056.2,737.46,2.5,0.142857143,-0.25,0.0,14.74609624,-0.169784484,-0.107643916,0.220705725,3.0,0.083333333,-0.307692308,0.333333333,13.40857298,-0.048533233,-0.163942342,-0.301779966,213.497622,-10.21237796,1640.897622,3135.837622,2916.877622,3372.317622,4622.317622
709346133,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025.0,2376,649.0,1.252,1.875,0.36058843,unknown,28,30947.82,2,8,6,6,6,610.73,7593.8,7831.73,8036.16,6875.4,66,10907.8,6,11,12,14,23,2511.21,1169.84,1819.24,2806.79,2600.72,3.0,-0.25,0.0,0.0,11.43397246,0.031332139,0.02610279,-0.144442122,0.833333333,0.090909091,0.166666667,0.642857143,-0.534152859,0.555118649,0.542836569,-0.073418389,1377.954044,-1415.845956,-4447.575956,-6892.055956,-8139.895956,-9213.685956,-10375.30596
709410033,56,M,2,High School,Unknown,$80K - $120K,Blue,36,1,1,1,4731.0,831,3900.0,0.96,0.788,0.081861763,self-employed,97,90621.14,8,19,26,24,20,3971.95,21317.42,20620.57,23246.22,21464.98,64,3872.88,8,17,5,20,14,174.18,1211.27,571.64,1105.22,810.57,1.375,0.368421053,-0.076923077,-0.166666667,4.366991025,-0.032689228,0.127331592,-0.076624931,1.125,-0.705882353,3.0,-0.3,5.954127914,-0.528065584,0.933419635,-0.266598505,80.21906958,-1219.78093,-2492.91093,-2292.41093,-1965.07093,2188.50907,7133.44907
709449333,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170.0,1428,1742.0,0.876,0.565,0.195984858,admin.,66,52091.2,5,14,19,13,15,1861.93,12134.77,13861.86,12868.86,11363.78,61,6212.72,5,12,12,18,14,947.6,1224.3,1261.07,1890.98,888.77,1.8,0.357142857,-0.315789474,0.153846154,5.51730731,0.14232573,-0.071635408,-0.116955193,1.4,0.0,0.5,-0.222222222,0.292000844,0.030033489,0.499504389,-0.529995029,-780.625044,1140.704956,599.804956,-1329.775044,-1625.135044,-2382.015044,-969.695044
709455108,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393.0,1667,726.0,0.974,0.681,0.357829085,services,69,31895.38,7,13,16,16,17,742.74,7354.1,8265.39,7441.62,8091.53,72,8562.85,3,9,21,15,24,1151.31,1345.43,1759.02,2657.76,1649.33,0.857142857,0.230769231,0.0,0.0625,8.901311361,0.123915911,-0.099664989,0.087334478,2.0,1.333333333,-0.285714286,0.6,0.168607934,0.307403581,0.510932224,-0.379428541,1093.957494,332.0774942,-1172.212506,-2387.992506,-3221.882506,-2601.482506,-3612.662506
709486158,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,0,1438.3,0.896,0.636,0.240180769,services,64,25139.91,6,17,16,15,10,640.68,6198.61,6631.06,6360.11,5309.45,69,3454.52,7,17,19,17,9,107.4,478.24,682.37,1369.79,816.72,1.833333333,-0.058823529,-0.0625,-0.333333333,8.675048386,0.069765641,-0.040860737,-0.165195256,1.428571429,0.117647059,-0.105263158,-0.470588235,3.452886406,0.426835898,1.007400677,-0.403762621,84.18,1891.49,3302.43,5257.76,6947.67,8633.02,10094.55
709537683,37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,11638.0,926,10712.0,0.262,0.364,0.036817237,artist,23,59764.06,1,6,6,5,5,275.51,14047.21,15176.68,15743.79,14520.87,82,4284.79,7,12,20,24,19,446.85,694.52,1047.61,1282.76,813.05,5.0,0.0,-0.166666667,0.0,49.9862074,0.08040529,0.037367198,-0.077676341,0.714285714,0.666666667,0.2,-0.208333333,0.554257581,0.508394287,0.224463302,-0.36617138,799.1381018,6138.548102,9823.648102,13967.4381,18415.1881,22948.2581,27776.7581
