CustomerID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,jobs,Total_Trans_Ct,Total_Trans_Amt,Ocak_Trans_Ct,Subat_Trans_Ct,Mart_Trans_Ct,Nisan_Trans_Ct,Mayis_Trans_Ct,Haziran_Trans_Ct,Temmuz_Trans_Ct,Ocak_Trans_Amt,Subat_Trans_Amt,Mart_Trans_Amt,Nisan_Trans_Amt,Mayis_Trans_Amt,Haziran_Trans_Amt,Temmuz_Trans_Amt,credit_card_tran_ct,credit_card_tran_Amt,credit_card_tran_ct_1,credit_card_tran_ct_2,credit_card_tran_ct_3,credit_card_tran_ct_4,credit_card_tran_ct_5,credit_card_tran_ct_6,credit_card_tran_ct_7,credit_card_tran_Amt_1,credit_card_tran_Amt_2,credit_card_tran_Amt_3,credit_card_tran_Amt_4,credit_card_tran_Amt_5,credit_card_tran_Amt_6,credit_card_tran_Amt_7
708868233,68,M,0,High School,Married,Less than $40K,Blue,S,1,3,2,1438.3,900,538.3,0.743,0.615,0.339336949,retired,39,38993.08,4,5,10,5,5,5,5,416.64,5913.64,6528.32,6475.95,6883.46,6650.33,6124.74,91,5856.82,3,13,11,22,20,17,5,198.24,595.37,1367.03,879.82,1362.26,1140.75,313.35
708902883,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856,0,12856,0.51,0.564,0.212351431,management,73,117131.44,4,14,11,9,11,16,8,2738.6,21107.28,17720.01,18413.65,18831.19,21240.32,17080.39,62,32759.88,2,15,2,15,15,13,0,446.19,12202.92,905.58,9941.52,6377.68,2885.99,0
709040508,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802,1961,17841,1.125,0.706,0.056839082,unknown,76,143931.25,2,10,14,17,13,15,5,1508.32,24059.58,27938.74,23833.88,23531.9,24776.12,18282.71,86,13506.33,4,9,12,9,19,23,10,1614.38,930.88,3450.48,1431.59,2947.9,1470.92,1660.18
709061658,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,2,3,1550,716,834,0.749,0.977,0.202524194,unemployed,87,11238.93,6,19,11,10,16,18,7,858.73,2521.18,1294.14,1132.19,1855.28,2499.36,1078.05,110,3766.95,6,11,23,20,19,19,12,246.25,585.33,582.69,466.68,889.23,749.84,246.93
709077933,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422,682,4740,0.892,0.676,0.063214988,services,80,40816.37,6,12,9,15,18,10,10,972.74,7116.31,6113.88,6961.85,7565.34,5866.78,6219.47,88,4113.02,5,23,5,11,18,17,9,30.72,1138.7,272.29,838.35,432.7,596,804.26
709134333,45,F,2,Graduate,Unknown,Less than $40K,Blue,28,6,2,3,3136,2253,883,0.722,0.763,0.326401201,entrepreneur,85,51634.07,4,14,21,13,12,10,11,635.35,8971.21,9643.36,7795.46,8755.11,7343.72,8489.86,78,12283.13,2,11,15,13,20,10,7,126.47,1946.01,2770.65,2179.31,1993.06,1556.32,1711.31
709169133,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,0.608,0.194438457,unemployed,82,22237.67,6,12,12,12,17,18,5,1536.72,3065.36,3167.73,4025.31,5051.24,3888.25,1503.06,78,3355.93,3,9,9,22,22,13,0,154.54,541.55,748.02,780.51,744.74,386.57,0
709207458,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,10747,1603,9144,0.471,0.923,0.079800642,admin.,43,51768.13,0,9,8,7,6,8,5,0,8523.37,7661.57,8322.58,9049.34,9626.04,8585.23,86,10291.41,2,25,15,21,10,8,5,359.42,1614.33,1957.4,2526.84,1296.36,2154.22,382.84
709224858,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610,1629,1981,0.821,0.481,0.220292013,entrepreneur,58,103368.09,2,11,12,11,8,7,7,683.82,17822.39,18908.42,18385.22,15589.33,18361.76,13617.15,63,9543.05,1,6,10,17,14,13,2,494.11,1267.32,1491.96,1350.82,2178.24,2646.6,114
709267308,62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2,2437,1400,1037,0.779,1,0.290684927,retired,50,101125.67,1,7,7,10,10,10,5,491.21,15428.79,16174.49,18854.29,16201.99,18490.83,15484.07,74,8500.79,7,25,12,12,9,6,3,359.03,2308.46,491.22,2269.75,1386.01,956.47,729.85
709274583,40,M,2,High School,Married,$120K +,Blue,27,5,3,1,12248,1323,10925,0.882,0.896,0.056573454,sales,109,187479.39,6,21,12,20,16,26,8,4161.41,33364.79,28616.89,30643.47,30284.19,35928.74,24479.9,102,8314.94,5,22,24,16,8,21,6,201.22,1264.35,1441.7,1809.24,472.97,2232.67,892.79
709327383,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14470,1157,13313,0.966,0.909,0.035335925,engineer,39,56178.04,2,7,8,6,6,7,3,691.64,10890.63,9041.57,8068.3,9849.02,9586.88,8050,68,6135.73,3,12,13,9,12,8,11,92.15,1327.75,1263.31,1056.2,737.46,1090.72,568.14
709346133,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025,2376,649,1.252,1.875,0.396717355,unknown,41,45049.07,2,8,6,6,6,7,6,610.73,7593.8,7831.73,8036.16,6875.4,7333.27,6767.98,90,14400.84,6,11,12,14,23,15,9,2511.21,1169.84,1819.24,2806.79,2600.72,2249.34,1243.7
709410033,56,M,2,High School,Unknown,$80K - $120K,Blue,36,1,1,1,4731,831,3900,0.96,0.788,0.087723878,self-employed,136,133838.36,8,19,26,24,20,27,12,3971.95,21317.42,20620.57,23246.22,21464.98,25086.42,18130.8,79,4980.26,8,17,5,20,14,6,9,174.18,1211.27,571.64,1105.22,810.57,200.64,906.74
709449333,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170,1428,1742,0.876,0.565,0.212186646,admin.,90,76589.24,5,14,19,13,15,13,11,1861.93,12134.77,13861.86,12868.86,11363.78,13394.64,11103.4,98,8071.58,5,12,12,18,14,22,15,947.6,1224.3,1261.07,1890.98,888.77,906.44,952.42
709455108,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393,1667,726,0.974,0.681,0.397717649,services,97,45718.26,7,13,16,16,17,16,12,742.74,7354.1,8265.39,7441.62,8091.53,6834.08,6988.8,87,11420.86,3,9,21,15,24,11,4,1151.31,1345.43,1759.02,2657.76,1649.33,2283.46,574.55
709486158,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,0,1438.3,0.896,0.636,0.211393659,services,84,35564.63,6,17,16,15,10,12,8,640.68,6198.61,6631.06,6360.11,5309.45,5309.95,5114.77,73,3648.57,7,17,19,17,9,4,0,107.4,478.24,682.37,1369.79,816.72,194.05,0
709537683,37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,11638,926,10712,0.262,0.364,0.038314716,artist,33,87128.17,1,6,6,5,5,6,4,275.51,14047.21,15176.68,15743.79,14520.87,13935.61,13428.5,96,5350.88,7,12,20,24,19,10,4,446.85,694.52,1047.61,1282.76,813.05,479.33,586.76
709585758,41,M,4,High School,Single,$120K +,Blue,28,5,1,4,34516,0,34516,0.791,0.755,0.218933514,sales,98,179815.79,6,21,17,17,13,15,9,3863.97,33688.39,32432.25,29010.23,30026.92,26720.64,24073.39,80,90680.51,6,17,12,19,17,9,0,7570.34,22115.93,16154.93,21476.21,11883.6,11479.5,0
709722858,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708,1357,19351,0.852,0.571,0.029025135,management,106,84871.02,8,10,17,18,19,23,11,2161.53,11002.55,15759.05,13570.7,14525.5,15601.52,12250.17,78,7212.63,12,17,11,13,13,8,4,969.34,1639.53,1028.35,754.14,1114.64,874.8,831.83
709787733,54,F,4,College,Single,Unknown,Blue,48,3,2,2,9723,1307,8416,0.803,0.9,0.065548956,engineer,94,54185.45,6,20,13,15,15,15,10,1230.05,10565.73,8192.97,8507.27,9167.16,8908.17,7614.1,88,7647.99,8,14,19,13,9,16,9,319.05,1430.53,1502.06,947.7,1107.17,1318.25,1023.23
709790058,53,M,4,Graduate,Married,$120K +,Blue,40,1,1,3,6383,1512,4871,0.558,0.776,0.112751841,entrepreneur,105,162494.65,11,16,16,19,13,17,13,6736.51,26250.03,25418.64,26290.99,24598.95,28602.24,24597.29,112,8636.34,10,21,14,16,22,22,7,810.1,1112.56,963.7,1612.9,1014.51,2231.87,890.7
709814883,45,F,2,High School,Single,Less than $40K,Platinum,36,1,3,1,15987,2262,13725,0.714,0.649,0.079775599,blue-collar,145,51690.05,4,24,26,27,25,23,16,643.88,8881.13,9042.97,9540.48,7988.3,8536.85,7056.44,91,15304.47,3,12,15,15,11,20,15,1432.62,3210.66,1829.76,1190.72,2615.54,3059.42,1965.75
709831983,57,M,2,Uneducated,Single,$120K +,Blue,46,3,2,3,34516,1244,33272,0.606,0.8,0.018006118,unknown,144,216691.44,8,23,24,25,24,27,13,4708.24,34993.71,37649.33,38440.5,37580.65,35654.89,27664.12,117,7457.99,7,20,28,20,17,12,13,339.14,1290.7,1663.06,1046.96,1025.77,1530.57,561.79
709957158,48,M,4,High School,Married,$40K - $60K,Blue,40,5,1,2,2514,2251,263,0.852,0.625,0.432938876,technician,83,62727.83,1,12,11,9,18,19,13,21.3,9981.65,10151.08,9704.91,10827.18,11046.74,10994.97,88,13060.9,7,18,6,18,19,9,11,627.72,1304.44,2965.14,2760.3,2993.82,950.58,1458.9
709986633,29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,3,1438.3,0,1438.3,0.742,0.577,0.212687432,technician,53,50425.47,2,6,9,6,13,13,4,402.54,8758.22,8851.31,6973.04,9329.24,9328.85,6782.27,90,3670.9,10,23,13,18,16,10,0,198.77,710.06,760.2,847.37,571.77,582.73,0
710014683,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480,724,2756,0.722,0.806,0.102538793,services,83,37331.23,2,8,14,19,13,18,9,356.55,5579.07,6227.18,6792.02,5877.93,6839.57,5658.91,84,4282.02,1,13,17,12,15,11,15,36.42,857.71,788.57,646.06,885.29,557.65,510.32
710027508,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1616,1047,569,0.984,1.2,0.321549608,retired,51,65533.63,1,5,9,5,13,10,8,257.13,10800.69,11141.84,9682.72,11803.53,11299.36,10548.36,73,6235.49,11,11,11,16,9,9,6,954.83,258.51,1261.86,1521.62,616.45,757.17,865.05
710032608,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,1,3,5927,2320,3607,0.544,0.643,0.175040493,entrepreneur,64,50217.54,1,7,10,11,14,15,6,136.53,7949.6,8620.49,8284.4,8676.07,9308.47,7241.98,93,12449.58,6,10,21,26,9,13,8,619.49,1112.95,2366.95,2225.46,1046.49,3383,1695.24
710045058,46,M,5,High School,Married,$40K - $60K,Silver,28,5,1,3,18797,2158,16639,0.446,0.538,0.058396774,technician,58,65994,5,9,7,11,9,12,5,1332.83,11035.91,10530.51,10748.78,10541.07,12045.45,9759.45,75,13172.21,1,8,12,11,14,21,8,61,2383.3,1949.94,3441.83,1319.01,2686.12,1331.01
710056758,51,M,4,High School,Single,$40K - $60K,Blue,36,2,2,4,10017,1850,8167,0.622,0.681,0.081059283,admin.,134,73329.21,8,26,20,25,22,16,17,1541.49,13102.45,11460.48,12832.29,11189.25,10972.82,12230.43,79,9743.65,6,7,7,15,17,13,14,855.54,775.72,2760.3,1347.5,1131.65,1825.96,1046.98
710180958,43,M,3,High School,Single,$40K - $60K,Blue,33,5,2,3,3040,2517,523,0.493,0.476,0.410009594,technician,49,59069.11,1,6,7,11,10,9,5,292.12,10518.08,8743,11438.36,9430.74,9493.06,9153.75,90,14957.15,6,20,13,13,17,18,3,298.4,2150.71,2858.99,2084.29,3486.58,2969.66,1108.52
710197308,39,F,2,Graduate,Married,Less than $40K,Blue,28,4,3,0,1438.3,0,1438.3,1.017,0.872,0.201048112,housemaid,85,23721.92,5,12,19,16,12,12,9,589.05,3800.53,4865.16,3946.83,3298.51,3772.38,3449.46,105,3470.01,9,20,25,17,23,11,0,295.95,447.55,961.91,286.61,790.95,687.04,0
710229333,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068,1254,9814,0.418,0.641,0.053011234,technician,82,54353.32,6,12,17,14,11,15,7,1718.9,8510.19,8929.21,9651.72,8376.06,9001.35,8165.89,98,7040.74,10,17,21,22,9,9,10,506.4,974.31,1351.22,1661.62,868.85,833.95,844.39
710295858,43,M,4,Graduate,Divorced,$80K - $120K,Blue,32,2,1,2,24244,1649,22595,0.776,0.647,0.039617603,entrepreneur,102,129656.28,7,19,16,21,15,12,12,3100.61,23117.93,19804.37,22447.62,23188.36,18724.24,19273.15,108,11525.87,3,10,21,19,23,20,12,799.65,1457.28,2147.91,1728.9,2551.14,1510.82,1330.17
710364258,53,F,2,Uneducated,Married,Unknown,Blue,41,4,2,2,15815,1217,14598,1.266,0.846,0.042049268,sales,66,70349.72,2,12,15,9,9,8,11,620.26,11084.73,13927.18,10513.96,10828.11,12739.21,10636.27,97,7980.11,1,7,26,20,17,16,10,15.37,1487.69,1568.7,1230.64,1627.17,1316.78,733.76
710424408,63,M,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,2743,1815,928,0.567,1.273,0.271625046,retired,43,37920.39,1,7,9,5,9,8,4,245.36,6172.66,6218,6029.21,6524.57,6871.71,5858.88,105,8940.81,11,21,18,17,13,16,9,760.42,1046.82,1422.66,1476.8,1681.3,1025.06,1527.75
710431158,52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273,1657,8616,0.71,0.591,0.083241588,unknown,88,73108.59,4,20,15,16,16,8,9,736.98,13944.94,10630.84,12226.3,13188.74,10804.96,11575.83,104,10261.69,6,22,15,11,15,24,11,514.96,2135.59,2300.93,463.87,1584.04,1813.49,1448.81
710538183,53,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,2,4,1529,563,966,0.785,0.844,0.17660944,engineer,101,39380.31,6,14,17,19,20,17,8,942.96,6092.14,6263.96,7104.51,7074.53,6588.73,5313.48,75,3240.43,6,14,9,8,8,14,16,126.02,551.55,485.49,546.71,547.46,491.8,491.4
710595783,46,F,3,Graduate,Unknown,Unknown,Blue,39,4,1,2,6644,2082,4562,0.915,0.854,0.16218543,engineer,94,63977.86,2,14,19,10,20,20,9,258.63,10377.93,11108.17,10215.71,11638.65,11767.78,8610.99,78,12930.72,2,13,15,13,10,9,16,236.55,2446.06,2393.04,2245.64,1945.26,1994.2,1669.97
710639658,29,M,1,High School,Single,$60K - $80K,Blue,17,6,1,3,17744,829,16915,0.851,0.773,0.023312998,entrepreneur,96,76046.76,10,13,14,19,16,10,14,2809.15,12078.66,11726.78,14133.69,11954.77,11078.77,12264.94,51,4963.99,4,7,5,6,12,11,6,143.83,576.78,998.42,804.15,1077.29,1027.47,336.05
710773533,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,5,3,3,2435,1595,840,0.691,0.66,0.307885695,housemaid,106,51664.28,6,15,16,16,21,17,15,619.14,7917.77,9124.08,8922.76,8334.65,7692.28,9053.6,89,8996.42,2,17,15,27,14,10,4,279.63,1514.18,887.4,2252.34,1177.06,2258.7,627.11
710831133,42,M,3,Unknown,Married,$80K - $120K,Blue,36,5,2,2,18085,1487,16598,0.792,1.043,0.040466224,self-employed,65,95210.03,5,8,10,12,10,12,8,2363.83,14527.27,16145.33,18061.83,14748.74,14478.23,14884.8,62,8781.98,2,10,4,10,15,12,9,49.74,1566.04,1221.6,1664.34,1340.36,1191.47,1748.43
710845308,46,M,4,High School,Married,$80K - $120K,Blue,36,2,2,1,32949,1190,31759,0.664,0.638,0.017976797,entrepreneur,131,134476.57,6,20,21,22,21,24,17,2077.5,22311.84,24949.97,22021.47,20790.79,21992.65,20332.35,103,7107.81,3,22,19,14,10,18,17,299.41,1579.32,766.97,1662.68,1074.35,907.55,817.53
710854008,48,M,3,Unknown,Unknown,$40K - $60K,Blue,37,3,2,4,6541,1119,5422,0.496,0.432,0.097615808,sales,81,59411.15,3,12,17,14,15,13,7,465.9,10226.7,9652.06,10593.85,10085.28,10393.97,7993.39,93,7662.06,5,14,12,22,16,14,10,409.99,807.98,2005.15,998.21,1523.06,1301.42,616.25
710897133,51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,2,2,2267,1357,910,0.697,0.735,0.298748346,unknown,103,36868.08,6,14,21,16,19,18,9,977.33,5894.19,6421.14,5935.12,6305.16,6253.4,5081.74,82,8127.15,3,16,16,12,12,13,10,112.26,1783.86,1285.59,1221.74,1719.69,770.49,1233.52
711069483,40,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,1538,0,1538,0.706,0.881,0.227042154,unemployed,79,11108.88,6,13,18,14,6,13,9,1137.72,1602.3,2973.36,1784.2,637.19,1904.24,1069.87,79,4190.29,4,13,16,18,15,13,0,67.74,909.4,706.8,564.59,1336.97,604.79,0
711080358,55,M,1,Unknown,Unknown,$120K +,Blue,46,4,1,2,19849,2205,17644,0.796,0.737,0.051945522,sales,84,155759.71,3,9,16,15,16,15,10,2067.42,23069,26320.3,25487.48,27374.49,26180.34,25260.68,74,12372.8,7,22,10,11,9,12,3,820.44,2215.65,2106.92,1791.94,1756.39,2991.65,689.81
711232608,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636,0,1636,0.694,0.591,0.245873574,blue-collar,47,23347.21,3,8,7,8,14,5,2,287.87,4106.98,3790.22,3811.97,4641.91,3458.26,3250,72,4826.99,5,7,19,15,21,5,0,534.98,235.02,1136.89,1176.35,994.32,749.43,0
711263058,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763,1879,884,0.701,0.778,0.343733864,services,98,37744.32,6,17,15,17,18,15,10,610.97,6733.8,5964.65,6273.66,6318.32,6397.95,5444.97,95,11396.84,7,20,13,22,8,15,10,497.19,1218.24,2801.41,2488.43,571.48,2666.56,1153.53
